"actor_id","target_year","sector_list","target_boundary","percent_achieved","last_updated","target_type","baseline_year","target_id","target_value","target_unit","data_source"
"FR URO",2050,"Other, please specify: Agriculture","Same (city-wide) – covers entire city and nothing else",5.5,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:FR URO",10351,"tCO2e","CDPCitiesTargets:2021"
"JP TZK",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",14.11,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:JP TZK",50,"percent","CDPCitiesTargets:2021"
"PE SDR",2050,"Waste","Same (city-wide) – covers entire city and nothing else",1,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:PE SDR",99,"percent","CDPCitiesTargets:2021"
"PT FFE",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Relative emission reduction",NA,"CDPCitiesTargets:2021:PT FFE",NA,"percent","CDPCitiesTargets:2021"
"NO OSL",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",16,"2021-10-04T09:30:14.243","Absolute emission reduction",2009,"CDPCitiesTargets:2021:NO OSL",95,"percent","CDPCitiesTargets:2021"
"ES VLC",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",28.72,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:ES VLC",1073649.72,"tCO2e","CDPCitiesTargets:2021"
"ES VIT",2020,"Energy","Larger – covers the whole city and adjoining areas",100,"2021-10-04T09:30:14.243","Absolute emission reduction",2006,"CDPCitiesTargets:2021:ES VIT",10.6,"percent","CDPCitiesTargets:2021"
"FI ES2",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",18,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:FI ES2",100,"percent","CDPCitiesTargets:2021"
"MX TLC",2016,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2010,"CDPCitiesTargets:2021:MX TLC",1,"percent","CDPCitiesTargets:2021"
"NO BGO",2030,"Other, please specify: The target states that there shall not be any use of oil, coal or gas for transport or stationary energy. There should also be no emissions of other GHGs in Bergen.","Same (city-wide) – covers entire city and nothing else",6.4,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:NO BGO",0,"tCO2e","CDPCitiesTargets:2021"
"BO TJA",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Relative emission reduction",NA,"CDPCitiesTargets:2021:BO TJA",NA,"percent","CDPCitiesTargets:2021"
"TZ DAR",2015,"Other, please specify: Agriculture","Larger – covers the whole city and adjoining areas",66.7,"2021-10-04T09:30:14.243","Absolute emission reduction",2000,"CDPCitiesTargets:2021:TZ DAR",20,"percent","CDPCitiesTargets:2021"
"DK MID",NA,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:DK MID",100,"percent","CDPCitiesTargets:2021"
"DE BER",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",37,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:DE BER",95,"percent","CDPCitiesTargets:2021"
"DK MID",2030,"All emissions sources included in city inventory",NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2010,"CDPCitiesTargets:2021:DK MID",70,"percent","CDPCitiesTargets:2021"
"NO ARE",2040,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",49,"2021-10-04T09:30:14.243","Carbon intensity reduction",2009,"CDPCitiesTargets:2021:NO ARE",76,"percent","CDPCitiesTargets:2021"
"PT GUI",2020,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",83.6,"2021-10-04T09:30:14.243","Absolute emission reduction",2008,"CDPCitiesTargets:2021:PT GUI",20,"percent","CDPCitiesTargets:2021"
"MX HMO",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0.6,"2021-10-04T09:30:14.243","Relative emission reduction",2050,"CDPCitiesTargets:2021:MX HMO",19,"percent","CDPCitiesTargets:2021"
"GB SUN",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",94.2,"2021-10-04T09:30:14.243","Absolute emission reduction",2015,"CDPCitiesTargets:2021:GB SUN",16.1,"percent","CDPCitiesTargets:2021"
"ES BCN",2020,"Energy","Same (city-wide) – covers entire city and nothing else",100,"2021-10-04T09:30:14.243","Absolute emission reduction",2008,"CDPCitiesTargets:2021:ES BCN",1,"percent","CDPCitiesTargets:2021"
"SE UME",2045,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",0,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:SE UME",100,"percent","CDPCitiesTargets:2021"
"DE BER",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",58,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:DE BER",60,"percent","CDPCitiesTargets:2021"
"ES BCN",2020,"Waste","Same (city-wide) – covers entire city and nothing else",5,"2021-10-04T09:30:14.243","Absolute emission reduction",2008,"CDPCitiesTargets:2021:ES BCN",74,"percent","CDPCitiesTargets:2021"
"VN VCA",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",5.7,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:VN VCA",0.33,"percent","CDPCitiesTargets:2021"
"KR CHC",2040,"Waste","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:KR CHC",100,"percent","CDPCitiesTargets:2021"
"MX MEX",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",100,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:MX MEX",1e+07,"tCO2e","CDPCitiesTargets:2021"
"GB CDF",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",48,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:GB CDF",26,"percent","CDPCitiesTargets:2021"
"IS REY",2030,"Transport","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2019,"CDPCitiesTargets:2021:IS REY",50,"percent","CDPCitiesTargets:2021"
"SE MMA",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",34,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:SE MMA",70,"percent","CDPCitiesTargets:2021"
"BR CAU",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:BR CAU",NA,"percent","CDPCitiesTargets:2021"
"KR SUO",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",41.4,"2021-10-04T09:30:14.243","Carbon intensity reduction",2005,"CDPCitiesTargets:2021:KR SUO",40,"percent","CDPCitiesTargets:2021"
"NL NIJ",2045,"Energy","Same (city-wide) – covers entire city and nothing else",29,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:NL NIJ",0,"tCO2e","CDPCitiesTargets:2021"
"CR BLN",2021,"Other, please specify: uso de productos","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:CR BLN",5,"percent","CDPCitiesTargets:2021"
"AU MEL",2040,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",1.74,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:AU MEL",0,"tCO2e","CDPCitiesTargets:2021"
"LT KLJ",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Carbon intensity reduction",NA,"CDPCitiesTargets:2021:LT KLJ",NA,"percent","CDPCitiesTargets:2021"
"ZA CPT",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",44.2,"2021-10-04T09:30:14.243","Absolute emission reduction",2016,"CDPCitiesTargets:2021:ZA CPT",9.41,"percent","CDPCitiesTargets:2021"
"DK HVV",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:DK HVV",0,"tCO2e","CDPCitiesTargets:2021"
"IN KOC",NA,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2030,"CDPCitiesTargets:2021:IN KOC",NA,"percent","CDPCitiesTargets:2021"
"IT GOA",2030,"Other, please specify: Energy, Transport, Building, Public Lighting, Shopping Center,Education,Awareness,Promotion","Same (city-wide) – covers entire city and nothing else",23,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:IT GOA",40,"percent","CDPCitiesTargets:2021"
"IT GOA",2030,"Other, please specify: Energy, Transport, Building, Public Lighting, Shopping Center,Education,Awareness,Promotion","Same (city-wide) – covers entire city and nothing else",23,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:IT GOA",40,"percent","CDPCitiesTargets:2021"
"TR GZT",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2015,"CDPCitiesTargets:2021:TR GZT",40,"percent","CDPCitiesTargets:2021"
"AU ADL",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",60.83,"2021-10-04T09:30:14.243","Absolute emission reduction",2007,"CDPCitiesTargets:2021:AU ADL",35,"percent","CDPCitiesTargets:2021"
"MX MID",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:MX MID",NA,"tCO2e","CDPCitiesTargets:2021"
"SE KID",2030,"Transport","Same (city-wide) – covers entire city and nothing else",20,"2021-10-04T09:30:14.243","Absolute emission reduction",2010,"CDPCitiesTargets:2021:SE KID",70,"percent","CDPCitiesTargets:2021"
"GB BOH",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",3.7,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:GB BOH",100,"percent","CDPCitiesTargets:2021"
"JP TSB",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP TSB",80,"percent","CDPCitiesTargets:2021"
"IT QCS",2030,"All emissions sources included in city inventory","Smaller – covers only part of the city",10,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:IT QCS",22,"percent","CDPCitiesTargets:2021"
"JP IAK",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",78.37,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:JP IAK",19.98,"percent","CDPCitiesTargets:2021"
"TW TNN",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",27.7,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:TW TNN",20,"percent","CDPCitiesTargets:2021"
"CI ABJ",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:CI ABJ",NA,"tCO2e","CDPCitiesTargets:2021"
"ZA PRY",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",2,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:ZA PRY",12943920,"tCO2e","CDPCitiesTargets:2021"
"PE LIM",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2015,"CDPCitiesTargets:2021:PE LIM",30,"percent","CDPCitiesTargets:2021"
"BG SOF",2030,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",18.2,"2021-10-04T09:30:14.243","Absolute emission reduction",2007,"CDPCitiesTargets:2021:BG SOF",40,"percent","CDPCitiesTargets:2021"
"IT QCS",2030,"Energy","Larger – covers the whole city and adjoining areas",20,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:IT QCS",89271,"tCO2e","CDPCitiesTargets:2021"
"MA CAS",2030,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:MA CAS",24190000,"tCO2e","CDPCitiesTargets:2021"
"AR BRC",2030,"Other, please specify: Energía, Transporte y Residuos","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:AR BRC",20,"percent","CDPCitiesTargets:2021"
"GB MNC",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",100,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:GB MNC",1932.26,"tCO2e","CDPCitiesTargets:2021"
"SE UME",2018,"Other, please specify: Stationary energy,Transport,Waste management,Industrial processes and product use (IPPU)",NA,NA,"2021-10-04T09:30:14.243","Relative emission reduction",2018,"CDPCitiesTargets:2021:SE UME",100,"percent","CDPCitiesTargets:2021"
"SE HEL",2020,"Transport","Smaller – covers only part of the city",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:SE HEL",NA,"percent","CDPCitiesTargets:2021"
"AR VNT",2030,"Other, please specify: Energía, Transporte y Residuos","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:AR VNT",25,"percent","CDPCitiesTargets:2021"
"JP MYJ",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",49,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP MYJ",27,"percent","CDPCitiesTargets:2021"
"TR GZT",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:TR GZT",NA,"tCO2e","CDPCitiesTargets:2021"
"NL NIJ",2030,"Energy","Same (city-wide) – covers entire city and nothing else",59,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:NL NIJ",436467,"tCO2e","CDPCitiesTargets:2021"
"SE GOT",2030,"Other, please specify: Territorial emissions per capita","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Carbon intensity reduction",2018,"CDPCitiesTargets:2021:SE GOT",73.8,"percent","CDPCitiesTargets:2021"
"SE GOT",2030,"Other, please specify: Territorial emissions per capita","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Carbon intensity reduction",2018,"CDPCitiesTargets:2021:SE GOT",73.8,"percent","CDPCitiesTargets:2021"
"ES BCN",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",25,"2021-10-04T09:30:14.243","Absolute emission reduction",1992,"CDPCitiesTargets:2021:ES BCN",100,"percent","CDPCitiesTargets:2021"
"GB SUN",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",18.4,"2021-10-04T09:30:14.243","Absolute emission reduction",2015,"CDPCitiesTargets:2021:GB SUN",82.4,"percent","CDPCitiesTargets:2021"
"TW KNH",2025,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Carbon intensity reduction",2005,"CDPCitiesTargets:2021:TW KNH",10,"percent","CDPCitiesTargets:2021"
"DE RSK",2035,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",58,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:DE RSK",100,"percent","CDPCitiesTargets:2021"
"CL ZAL",2030,"Waste","Larger – covers the whole city and adjoining areas",0,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:CL ZAL",15,"percent","CDPCitiesTargets:2021"
"BR SME",2030,"Waste","Larger – covers the whole city and adjoining areas",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2016,"CDPCitiesTargets:2021:BR SME",7.2,"percent","CDPCitiesTargets:2021"
"IN STV",2030,"Energy","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2019,"CDPCitiesTargets:2021:IN STV",40,"percent","CDPCitiesTargets:2021"
"JP ITB",2020,"All emissions sources included in city inventory",NA,100,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:JP ITB",1.8,"percent","CDPCitiesTargets:2021"
"BR REC",2050,"Transport","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:BR REC",0,"tCO2e","CDPCitiesTargets:2021"
"JP OKI",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2010,"CDPCitiesTargets:2021:JP OKI",19.6,"percent","CDPCitiesTargets:2021"
"NL RTM",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:NL RTM",49,"percent","CDPCitiesTargets:2021"
"NL AMS",2025,"All emissions sources included in city inventory",NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:NL AMS",5,"percent","CDPCitiesTargets:2021"
"CO CTG",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2050,"CDPCitiesTargets:2021:CO CTG",15,"percent","CDPCitiesTargets:2021"
"ID TRG",2023,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",20.4,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:ID TRG",NA,"tCO2e","CDPCitiesTargets:2021"
"GB WAN",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:GB WAN",0,"tCO2e","CDPCitiesTargets:2021"
"AR MDZ",2030,"Other, please specify: Energía, Transporte y Residuos","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:AR MDZ",30,"percent","CDPCitiesTargets:2021"
"GB MNC",2038,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",17,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:GB MNC",0.06,"tCO2e","CDPCitiesTargets:2021"
"TN L8T",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Relative emission reduction",NA,"CDPCitiesTargets:2021:TN L8T",NA,"percent","CDPCitiesTargets:2021"
"CI COD",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Carbon intensity reduction",NA,"CDPCitiesTargets:2021:CI COD",NA,"percent","CDPCitiesTargets:2021"
"CI ABJ",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Relative emission reduction",NA,"CDPCitiesTargets:2021:CI ABJ",NA,"percent","CDPCitiesTargets:2021"
"AR CNQ",2030,"Other, please specify: Energía, Transporte y Desechos","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:AR CNQ",18,"percent","CDPCitiesTargets:2021"
"MG TNR",NA,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:MG TNR",NA,"percent","CDPCitiesTargets:2021"
"PT TVE",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",29,"2021-10-04T09:30:14.243","Absolute emission reduction",2009,"CDPCitiesTargets:2021:PT TVE",100,"percent","CDPCitiesTargets:2021"
"DK RKE",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:DK RKE",NA,"tCO2e","CDPCitiesTargets:2021"
"CR QPS",2025,"Transport",NA,0,"2021-10-04T09:30:14.243","Absolute emission reduction",2018,"CDPCitiesTargets:2021:CR QPS",0.1,"percent","CDPCitiesTargets:2021"
"JP TOY",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",13.3,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:JP TOY",100,"percent","CDPCitiesTargets:2021"
"AR CPC",2030,"Other, please specify: Energía, Transporte y Desechos","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:AR CPC",18,"percent","CDPCitiesTargets:2021"
"CR SJO",2025,"Transport","Same (city-wide) – covers entire city and nothing else",25,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:CR SJO",2,"percent","CDPCitiesTargets:2021"
"JP KKJ",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",1.6,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:JP KKJ",8,"percent","CDPCitiesTargets:2021"
"GE TBS",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:GE TBS",NA,"percent","CDPCitiesTargets:2021"
"JP HKY",2030,"All emissions sources included in city inventory","Local Government Operations - covers only emission sources owned and operated by local government",54,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP HKY",40,"percent","CDPCitiesTargets:2021"
"ES BCN",2020,"Transport","Same (city-wide) – covers entire city and nothing else",50,"2021-10-04T09:30:14.243","Absolute emission reduction",2007,"CDPCitiesTargets:2021:ES BCN",27,"percent","CDPCitiesTargets:2021"
"CL TLX",NA,"Waste","Smaller – covers only part of the city",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2020,"CDPCitiesTargets:2021:CL TLX",NA,"percent","CDPCitiesTargets:2021"
"BR CPS",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2016,"CDPCitiesTargets:2021:BR CPS",8,"percent","CDPCitiesTargets:2021"
"SE GOT",2030,"Other, please specify: Building sector","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2020,"CDPCitiesTargets:2021:SE GOT",90,"percent","CDPCitiesTargets:2021"
"SE GOT",2030,"Other, please specify: Building sector","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2020,"CDPCitiesTargets:2021:SE GOT",90,"percent","CDPCitiesTargets:2021"
"JO AMM",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:JO AMM",40,"percent","CDPCitiesTargets:2021"
"DK HLS",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",69,"2021-10-04T09:30:14.243","Absolute emission reduction",2008,"CDPCitiesTargets:2021:DK HLS",75,"percent","CDPCitiesTargets:2021"
"JP IDA",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",26.2,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:JP IDA",100,"percent","CDPCitiesTargets:2021"
"ID SUK",2025,"Other, please specify: fertilizer, farming, rice plants","Local Government Operations - covers only emission sources owned and operated by local government",100,"2021-10-04T09:30:14.243","Absolute emission reduction",2015,"CDPCitiesTargets:2021:ID SUK",75,"percent","CDPCitiesTargets:2021"
"TZ DAR",2014,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",0,"2021-10-04T09:30:14.243","Carbon intensity reduction",1994,"CDPCitiesTargets:2021:TZ DAR",10,"percent","CDPCitiesTargets:2021"
"JP YIH",2027,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",62.84,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP YIH",19.43,"percent","CDPCitiesTargets:2021"
"PE SDR",2050,"Waste","Same (city-wide) – covers entire city and nothing else",2,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:PE SDR",98,"percent","CDPCitiesTargets:2021"
"CR DE2",2025,"Transport","Same (city-wide) – covers entire city and nothing else",30,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:CR DE2",1,"percent","CDPCitiesTargets:2021"
"CL PRO",2030,"Energy","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Carbon intensity reduction",2014,"CDPCitiesTargets:2021:CL PRO",50,"percent","CDPCitiesTargets:2021"
"EC CUE",2023,"Transport","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2019,"CDPCitiesTargets:2021:EC CUE",20,"percent","CDPCitiesTargets:2021"
"KR TAE",2030,"Waste","Smaller – covers only part of the city",100,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:KR TAE",100,"percent","CDPCitiesTargets:2021"
"CR DE2",2022,"Waste","Same (city-wide) – covers entire city and nothing else",90,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:CR DE2",1,"percent","CDPCitiesTargets:2021"
"NO SAS",2030,"Other, please specify: total co2 reduction city wide from 2009 -40%","Same (city-wide) – covers entire city and nothing else",1.128,"2021-10-04T09:30:14.243","Absolute emission reduction",2009,"CDPCitiesTargets:2021:NO SAS",40,"percent","CDPCitiesTargets:2021"
"DK HLS",2045,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",51,"2021-10-04T09:30:14.243","Absolute emission reduction",2008,"CDPCitiesTargets:2021:DK HLS",100,"percent","CDPCitiesTargets:2021"
"BR REC",2050,"Transport","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:BR REC",0,"tCO2e","CDPCitiesTargets:2021"
"SE STO",2040,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",50,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:SE STO",0,"tCO2e","CDPCitiesTargets:2021"
"TW TNN",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",80,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:TW TNN",2,"percent","CDPCitiesTargets:2021"
"JP MYO",2025,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP MYO",18,"percent","CDPCitiesTargets:2021"
"JP SHO",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",92.75,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP SHO",97.99,"percent","CDPCitiesTargets:2021"
"MX CUL",2030,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:MX CUL",12,"percent","CDPCitiesTargets:2021"
